retrieval_r1,retrieval_r5,retrieval_mrr,sts_spearman,classification_acc,clustering_nmi,aggregate,name,mode,dims,use_gor,use_teacher,train_seconds
0.8675000071525574,0.9700000286102295,0.9095342755317688,0.34503481225996024,0.872,0.589729861617618,0.7024233254255374,lora_mrl_hardneg,lora,"[768, 512, 256, 128]",False,False,287.0285005569458
0.8575000166893005,0.9599999785423279,0.9017798900604248,0.32467802712342503,0.874,0.54922050464985,0.6879945701597227,lora_mrl_gor_teacher,lora,"[768, 512, 256, 128]",True,True,315.3474884033203
0.8424999713897705,0.9599999785423279,0.8931295871734619,0.32180615951380076,0.866,0.5660561177345315,0.6831543884620919,lora_mrl_gor,lora,"[768, 512, 256, 128]",True,False,289.2236182689667
0.8324999809265137,0.949999988079071,0.8860172033309937,0.30041265710828,0.868,0.5239769810464354,0.6683272871653128,qlora_mrl_gor,qlora,"[768, 512, 256, 128]",True,False,306.7930462360382
0.7674999833106995,0.8899999856948853,0.8233593702316284,0.28025164188688845,0.872,0.5566719942873695,0.6433426109772467,full_contrastive_pilot,full,[768],False,False,96.10386991500854
